,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Gender
628,West Gear,1128299,2020-05-10,West,Colorado,Denver,Women's Street Footwear,55.00000000000001,350,192500.00000000003,77000.00000000001,0.4,In-store,Women
629,West Gear,1128299,2020-05-11,West,Colorado,Denver,Women's Athletic Footwear,55.00000000000001,325,178750.00000000003,62562.50000000001,0.35,In-store,Women
630,West Gear,1128299,2020-05-12,West,Colorado,Denver,Men's Apparel,65.0,300,195000.0,107250.00000000004,0.5500000000000002,In-store,Men
631,West Gear,1128299,2020-05-13,West,Colorado,Denver,Women's Apparel,70.0,350,245000.0,49000.0,0.2,In-store,Women
632,West Gear,1128299,2020-05-14,West,Colorado,Denver,Men's Street Footwear,55.00000000000001,575,316250.00000000006,126500.00000000004,0.4,In-store,Men
633,West Gear,1128299,2020-05-15,West,Colorado,Denver,Men's Athletic Footwear,60.00000000000001,575,345000.00000000006,86250.00000000001,0.25,In-store,Men
634,West Gear,1128299,2020-05-16,West,Colorado,Denver,Women's Street Footwear,55.00000000000001,425,233750.00000000003,93500.0,0.4,In-store,Women
635,West Gear,1128299,2020-05-17,West,Colorado,Denver,Women's Athletic Footwear,65.00000000000001,400,260000.0000000001,91000.0,0.35,In-store,Women
636,West Gear,1128299,2020-05-18,West,Colorado,Denver,Men's Apparel,75.00000000000001,375,281250.00000000006,154687.5000000001,0.5500000000000002,In-store,Men
637,West Gear,1128299,2020-05-19,West,Colorado,Denver,Women's Apparel,80.00000000000001,500,400000.00000000006,80000.00000000001,0.2,In-store,Women
638,West Gear,1128299,2020-05-20,West,Colorado,Denver,Men's Street Footwear,65.00000000000001,700,455000.0000000001,182000.0000000001,0.4,In-store,Men
639,West Gear,1128299,2020-05-21,West,Colorado,Denver,Men's Athletic Footwear,70.00000000000001,700,490000.0000000001,122500.00000000004,0.25,In-store,Men
640,West Gear,1128299,2020-05-22,West,Colorado,Denver,Women's Street Footwear,65.00000000000001,500,325000.00000000006,130000.00000000004,0.4,In-store,Women
641,West Gear,1128299,2020-05-23,West,Colorado,Denver,Women's Athletic Footwear,65.00000000000001,500,325000.00000000006,113750.0,0.35,In-store,Women
642,West Gear,1128299,2020-05-24,West,Colorado,Denver,Men's Apparel,75.00000000000001,425,318750.00000000006,175312.5000000001,0.5500000000000002,In-store,Men
643,West Gear,1128299,2020-05-25,West,Colorado,Denver,Women's Apparel,80.00000000000001,525,420000.00000000006,84000.00000000001,0.2,In-store,Women
644,West Gear,1128299,2020-05-26,West,Colorado,Denver,Men's Street Footwear,40.0,450,180000.0,54000.0,0.3,In-store,Men
645,West Gear,1128299,2020-05-27,West,Colorado,Denver,Men's Athletic Footwear,50.0,450,225000.0,56250.0,0.25,In-store,Men
646,West Gear,1128299,2020-05-28,West,Colorado,Denver,Women's Street Footwear,50.0,450,225000.0,56250.0,0.25,In-store,Women
647,West Gear,1128299,2020-05-29,West,Colorado,Denver,Women's Athletic Footwear,50.0,300,150000.0,45000.0,0.3,In-store,Women
648,West Gear,1128299,2020-05-30,West,Washington,Seattle,Men's Apparel,55.00000000000001,250,137500.00000000003,34375.00000000001,0.25,In-store,Men
649,West Gear,1128299,2020-05-31,West,Washington,Seattle,Women's Apparel,50.0,500,250000.0,50000.0,0.2,In-store,Women
650,West Gear,1128299,2020-06-01,West,Washington,Seattle,Men's Street Footwear,40.0,550,220000.0,66000.0,0.3,In-store,Men
651,West Gear,1128299,2020-06-02,West,Washington,Seattle,Men's Athletic Footwear,50.0,450,225000.0,56250.0,0.25,In-store,Men
652,West Gear,1128299,2020-06-03,West,Washington,Seattle,Women's Street Footwear,50.0,450,225000.0,56250.0,0.25,In-store,Women
653,West Gear,1128299,2020-06-04,West,Washington,Seattle,Women's Athletic Footwear,50.0,300,150000.0,45000.0,0.3,In-store,Women
654,West Gear,1128299,2020-06-05,West,Washington,Seattle,Men's Apparel,55.00000000000001,225,123750.0,30937.500000000004,0.25,In-store,Men
655,West Gear,1128299,2020-06-06,West,Washington,Seattle,Women's Apparel,50.0,425,212500.0,42500.0,0.2,In-store,Women
656,West Gear,1128299,2020-06-07,West,Washington,Seattle,Men's Street Footwear,50.0,575,287500.0,86250.0,0.3,In-store,Men
657,West Gear,1128299,2020-06-08,West,Washington,Seattle,Men's Athletic Footwear,60.0,425,255000.0,63750.0,0.25,In-store,Men
658,West Gear,1128299,2020-06-09,West,Washington,Seattle,Women's Street Footwear,64.99999999999999,425,276249.99999999994,69062.49999999999,0.25,In-store,Women
659,West Gear,1128299,2020-06-10,West,Washington,Seattle,Women's Athletic Footwear,64.99999999999999,325,211249.99999999997,63374.99999999998,0.3,In-store,Women
660,West Gear,1128299,2020-06-11,West,Washington,Seattle,Men's Apparel,70.0,175,122500.0,30625.0,0.25,In-store,Men
661,West Gear,1128299,2020-06-12,West,Washington,Seattle,Women's Apparel,64.99999999999999,375,243749.99999999997,48749.99999999999,0.2,In-store,Women
662,West Gear,1128299,2020-06-13,West,Washington,Seattle,Men's Street Footwear,70.0,550,385000.0,115500.0,0.3,In-store,Men
663,West Gear,1128299,2020-06-14,West,Washington,Seattle,Men's Athletic Footwear,75.0,350,262500.0,65625.0,0.25,In-store,Men
664,West Gear,1128299,2020-06-15,West,Washington,Seattle,Women's Street Footwear,75.0,400,300000.0,75000.0,0.25,In-store,Women
665,West Gear,1128299,2020-06-16,West,Washington,Seattle,Women's Athletic Footwear,60.0,300,180000.0,54000.0,0.3,In-store,Women
666,West Gear,1128299,2020-06-17,West,Washington,Seattle,Men's Apparel,65.0,200,130000.0,32500.0,0.25,In-store,Men
667,West Gear,1128299,2020-06-18,West,Washington,Seattle,Women's Apparel,80.0,350,280000.0,56000.0,0.2,In-store,Women
668,West Gear,1128299,2020-06-19,West,Washington,Seattle,Men's Street Footwear,60.0,550,330000.0,99000.0,0.3,In-store,Men
669,West Gear,1128299,2020-06-20,West,Washington,Seattle,Men's Athletic Footwear,65.0,400,260000.0,65000.0,0.25,In-store,Men
670,West Gear,1128299,2020-06-21,West,Washington,Seattle,Women's Street Footwear,65.0,400,260000.0,65000.0,0.25,In-store,Women
671,West Gear,1128299,2020-06-22,West,Washington,Seattle,Women's Athletic Footwear,60.0,300,180000.0,54000.0,0.3,In-store,Women
672,West Gear,1128299,2020-06-23,West,Washington,Seattle,Men's Apparel,65.0,200,130000.0,32500.0,0.25,In-store,Men
673,West Gear,1128299,2020-06-24,West,Washington,Seattle,Women's Apparel,80.0,500,400000.0,80000.0,0.2,In-store,Women
674,West Gear,1128299,2020-06-25,West,Washington,Seattle,Men's Street Footwear,75.0,750,562500.0,168750.0,0.3,In-store,Men
675,West Gear,1128299,2020-06-26,West,Washington,Seattle,Men's Athletic Footwear,80.0,625,500000.0,125000.0,0.25,In-store,Men
676,West Gear,1128299,2020-06-27,West,Washington,Seattle,Women's Street Footwear,80.0,625,500000.0,125000.0,0.25,In-store,Women
677,West Gear,1128299,2020-06-28,West,Washington,Seattle,Women's Athletic Footwear,80.0,500,400000.0,120000.0,0.3,In-store,Women
678,West Gear,1128299,2020-06-29,West,Washington,Seattle,Men's Apparel,85.00000000000001,375,318750.00000000006,79687.50000000001,0.25,In-store,Men
679,West Gear,1128299,2020-06-30,West,Washington,Seattle,Women's Apparel,100.0,675,675000.0,135000.0,0.2,In-store,Women
680,West Gear,1128299,2020-07-01,West,Washington,Seattle,Men's Street Footwear,80.0,825,660000.0,198000.0,0.3,In-store,Men
681,West Gear,1128299,2020-07-02,West,Washington,Seattle,Men's Athletic Footwear,85.00000000000001,675,573750.0000000001,143437.50000000003,0.25,In-store,Men
682,West Gear,1128299,2020-07-03,West,Washington,Seattle,Women's Street Footwear,85.00000000000001,625,531250.0000000001,132812.50000000003,0.25,In-store,Women
683,West Gear,1128299,2020-07-04,West,Washington,Seattle,Women's Athletic Footwear,80.0,525,420000.0,126000.0,0.3,In-store,Women
684,West Gear,1128299,2020-07-05,West,Washington,Seattle,Men's Apparel,85.00000000000001,575,488750.00000000006,122187.5,0.25,In-store,Men
685,West Gear,1128299,2020-07-06,West,Washington,Seattle,Women's Apparel,100.0,575,575000.0,115000.0,0.2,In-store,Women
686,West Gear,1128299,2020-07-07,West,Washington,Seattle,Men's Street Footwear,85.00000000000001,775,658750.0000000001,197625.00000000003,0.3,In-store,Men
687,West Gear,1128299,2020-07-08,West,Washington,Seattle,Men's Athletic Footwear,80.00000000000001,750,600000.0000000001,150000.00000000003,0.25,In-store,Men
688,West Gear,1128299,2020-07-09,West,Washington,Seattle,Women's Street Footwear,75.00000000000001,625,468750.0000000001,117187.50000000004,0.25,In-store,Women
689,West Gear,1128299,2020-07-10,West,Washington,Seattle,Women's Athletic Footwear,75.00000000000001,575,431250.00000000006,129375.0,0.3,In-store,Women
690,West Gear,1128299,2020-07-11,West,Washington,Seattle,Men's Apparel,75.0,575,431250.0,107812.5,0.25,In-store,Men
691,West Gear,1128299,2020-07-12,West,Washington,Seattle,Women's Apparel,80.0,400,320000.0,64000.0,0.2,In-store,Women
692,West Gear,1128299,2020-07-13,West,Washington,Seattle,Men's Street Footwear,70.00000000000001,600,420000.00000000006,126000.0,0.3,In-store,Men
693,West Gear,1128299,2020-07-14,West,Washington,Seattle,Men's Athletic Footwear,75.00000000000003,600,450000.0000000002,112500.00000000004,0.25,In-store,Men
694,West Gear,1128299,2020-07-15,West,Washington,Seattle,Women's Street Footwear,70.00000000000001,450,315000.00000000006,78750.00000000001,0.25,In-store,Women
695,West Gear,1128299,2020-07-16,West,Washington,Seattle,Women's Athletic Footwear,70.00000000000001,400,280000.00000000006,84000.00000000001,0.3,In-store,Women
696,West Gear,1128299,2020-07-17,West,Washington,Seattle,Men's Apparel,80.00000000000001,425,340000.00000000006,85000.00000000001,0.25,In-store,Men
697,West Gear,1128299,2020-07-18,West,Washington,Seattle,Women's Apparel,65.0,450,292500.0,58500.0,0.2,In-store,Women
698,West Gear,1128299,2020-07-19,West,Washington,Seattle,Men's Street Footwear,60.00000000000001,550,330000.00000000006,99000.0,0.3,In-store,Men
699,West Gear,1128299,2020-07-20,West,Washington,Seattle,Men's Athletic Footwear,65.00000000000001,550,357500.00000000006,89375.00000000001,0.25,In-store,Men
700,West Gear,1128299,2020-07-21,West,Washington,Seattle,Women's Street Footwear,60.00000000000001,375,225000.00000000003,56250.00000000001,0.25,In-store,Women
701,West Gear,1128299,2020-07-22,West,Washington,Seattle,Women's Athletic Footwear,60.00000000000001,350,210000.00000000003,63000.00000000001,0.3,In-store,Women
702,West Gear,1128299,2020-07-23,West,Washington,Seattle,Men's Apparel,70.0,325,227500.0,56875.0,0.25,In-store,Men
703,West Gear,1128299,2020-07-24,West,Washington,Seattle,Women's Apparel,75.00000000000001,375,281250.00000000006,56250.000000000015,0.2,In-store,Women
704,West Gear,1128299,2020-07-25,West,Washington,Seattle,Men's Street Footwear,60.00000000000001,600,360000.00000000006,108000.0,0.3,In-store,Men
705,West Gear,1128299,2020-07-26,West,Washington,Seattle,Men's Athletic Footwear,65.00000000000001,625,406250.0000000001,101562.50000000004,0.25,In-store,Men
706,West Gear,1128299,2020-07-27,West,Washington,Seattle,Women's Street Footwear,60.00000000000001,475,285000.00000000006,71250.00000000001,0.25,In-store,Women
707,West Gear,1128299,2020-07-28,West,Washington,Seattle,Women's Athletic Footwear,70.00000000000001,450,315000.00000000006,94500.0,0.3,In-store,Women
708,West Gear,1128299,2020-07-29,West,Washington,Seattle,Men's Apparel,90.00000000000001,425,382500.00000000006,95625.0,0.25,In-store,Men
709,West Gear,1128299,2020-07-30,West,Washington,Seattle,Women's Apparel,95.0,550,522500.00000000006,104500.0,0.2,In-store,Women
710,West Gear,1128299,2020-07-31,West,Washington,Seattle,Men's Street Footwear,80.00000000000001,750,600000.0000000001,180000.00000000003,0.3,In-store,Men
711,West Gear,1128299,2020-08-01,West,Washington,Seattle,Men's Athletic Footwear,85.00000000000001,750,637500.0000000001,159375.00000000003,0.25,In-store,Men
712,West Gear,1128299,2020-08-02,West,Washington,Seattle,Women's Street Footwear,80.00000000000001,550,440000.00000000006,110000.0,0.25,In-store,Women
713,West Gear,1128299,2020-08-03,West,Washington,Seattle,Women's Athletic Footwear,80.00000000000001,550,440000.00000000006,132000.0,0.3,In-store,Women
714,West Gear,1128299,2020-08-04,West,Washington,Seattle,Men's Apparel,90.00000000000001,475,427500.00000000006,106875.0,0.25,In-store,Men
715,West Gear,1128299,2020-08-05,West,Washington,Seattle,Women's Apparel,95.0,575,546250.0000000001,109250.00000000004,0.2,In-store,Women
716,Foot Locker,1185732,2020-08-06,West,Washington,Seattle,Men's Street Footwear,45.0,1050,472500.0,212625.0,0.45,In-store,Men
717,Foot Locker,1185732,2020-08-07,West,Washington,Seattle,Men's Athletic Footwear,45.0,850,382500.0,133875.0,0.35,In-store,Men
718,Foot Locker,1185732,2020-08-08,West,Washington,Seattle,Women's Street Footwear,35.0,850,297500.0,74375.0,0.25,In-store,Women
719,Foot Locker,1185732,2020-08-09,West,Washington,Seattle,Women's Athletic Footwear,40.0,700,280000.0,84000.0,0.3,In-store,Women
720,Foot Locker,1185732,2020-08-10,Southeast,Florida,Miami,Men's Apparel,55.00000000000001,750,412500.00000000006,144375.0,0.35,In-store,Men
721,Foot Locker,1185732,2020-08-11,Southeast,Florida,Miami,Women's Apparel,45.0,850,382500.0,191250.0,0.5,In-store,Women
722,Foot Locker,1185732,2020-08-12,Southeast,Florida,Miami,Men's Street Footwear,45.0,1100,495000.0,222750.0,0.45,In-store,Men
723,Foot Locker,1185732,2020-08-13,Southeast,Florida,Miami,Men's Athletic Footwear,45.0,750,337500.0,118125.0,0.35,In-store,Men
724,Foot Locker,1185732,2020-08-14,Southeast,Florida,Miami,Women's Street Footwear,35.0,800,280000.0,70000.0,0.25,In-store,Women
725,West Gear,1185732,2020-08-15,Southeast,Florida,Miami,Women's Athletic Footwear,40.0,675,270000.0,81000.0,0.3,In-store,Women
726,Foot Locker,1185732,2020-08-16,Southeast,Florida,Miami,Men's Apparel,55.00000000000001,750,412500.00000000006,144375.0,0.35,In-store,Men
727,Foot Locker,1185732,2020-08-17,Southeast,Florida,Miami,Women's Apparel,45.0,850,382500.0,191250.0,0.5,In-store,Women
728,Foot Locker,1185732,2020-08-18,Southeast,Florida,Miami,Men's Street Footwear,45.0,1070,481500.0,216675.0,0.45,In-store,Men
729,Foot Locker,1185732,2020-08-19,Southeast,Florida,Miami,Men's Athletic Footwear,45.0,750,337500.0,118125.0,0.35,In-store,Men
730,Foot Locker,1185732,2020-08-20,Southeast,Florida,Miami,Women's Street Footwear,35.0,775,271250.0,67812.5,0.25,In-store,Women
731,Foot Locker,1185732,2020-08-21,Southeast,Florida,Miami,Women's Athletic Footwear,40.0,625,250000.0,75000.0,0.3,In-store,Women
732,Foot Locker,1185732,2020-08-22,Southeast,Florida,Miami,Men's Apparel,55.00000000000001,675,371250.00000000006,129937.5,0.35,In-store,Men
733,Foot Locker,1185732,2020-08-23,Southeast,Florida,Miami,Women's Apparel,45.0,775,348750.0,174375.0,0.5,In-store,Women
734,Foot Locker,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,45.0,1025,461250.0,207562.5,0.45,In-store,Men
735,Foot Locker,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,45.0,725,326250.0,114187.5,0.35,In-store,Men
736,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,35.0,725,253750.0,63437.5,0.25,In-store,Women
737,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Athletic Footwear,40.0,650,260000.0,78000.0,0.3,In-store,Women
738,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Apparel,55.00000000000001,675,371250.00000000006,129937.5,0.35,In-store,Men
739,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Apparel,45.0,800,360000.0,180000.0,0.5,In-store,Women
740,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,55.00000000000001,1070,588500.0000000001,264825.00000000006,0.45,In-store,Men
741,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,55.00000000000001,775,426250.00000000006,149187.5,0.35,In-store,Men
742,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Street Footwear,50.0,750,375000.0,93750.0,0.25,In-store,Women
743,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,700,350000.0,105000.0,0.3,In-store,Women
744,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Apparel,60.0,725,435000.0,152250.0,0.35,In-store,Men
745,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Women's Apparel,65.0,825,536250.0,268125.0,0.5,In-store,Women
746,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,60.0,1075,645000.0,290250.0,0.45,In-store,Men
747,West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Athletic Footwear,55.00000000000001,825,453750.00000000006,158812.5,0.35,In-store,Men
748,West Gear,1185732,2020-09-07,Southeast,Florida,Miami,Women's Street Footwear,50.0,800,400000.0,100000.0,0.25,In-store,Women
749,West Gear,1185732,2020-09-08,Southeast,Florida,Miami,Women's Athletic Footwear,50.0,775,387500.0,116250.0,0.3,In-store,Women
750,West Gear,1185732,2020-09-09,Southeast,Florida,Miami,Men's Apparel,65.0,775,503750.0,176312.5,0.35,In-store,Men
751,West Gear,1185732,2020-09-10,Southeast,Florida,Miami,Women's Apparel,70.0,925,647500.0,323750.0,0.5,In-store,Women
752,West Gear,1185732,2020-09-11,Southeast,Florida,Miami,Men's Street Footwear,65.0,1150,747500.0,336375.0,0.45,In-store,Men
753,West Gear,1185732,2020-09-12,Southeast,Florida,Miami,Men's Athletic Footwear,60.00000000000001,900,540000.0000000001,189000.00000000003,0.35,In-store,Men
754,West Gear,1185732,2020-09-13,Southeast,Florida,Miami,Women's Street Footwear,55.00000000000001,825,453750.00000000006,113437.5,0.25,In-store,Women
755,West Gear,1185732,2020-09-14,Southeast,Florida,Miami,Women's Athletic Footwear,55.00000000000001,775,426250.00000000006,127875.0,0.3,In-store,Women
756,West Gear,1185732,2020-09-15,Southeast,Florida,Miami,Men's Apparel,65.0,800,520000.0,182000.0,0.35,In-store,Men
757,West Gear,1185732,2020-09-16,Southeast,Florida,Miami,Women's Apparel,70.0,975,682500.0,341250.0,0.5,In-store,Women
758,West Gear,1185732,2020-09-17,Southeast,Florida,Miami,Men's Street Footwear,65.0,1125,731250.0,329062.5,0.45,In-store,Men
759,West Gear,1185732,2020-09-18,Southeast,Florida,Miami,Men's Athletic Footwear,60.00000000000001,900,540000.0000000001,189000.00000000003,0.35,In-store,Men
760,West Gear,1185732,2020-09-19,Southeast,Florida,Miami,Women's Street Footwear,55.00000000000001,825,453750.00000000006,113437.5,0.25,In-store,Women
761,Foot Locker,1185732,2020-09-20,Southeast,Florida,Miami,Women's Athletic Footwear,45.0,775,348750.0,104625.0,0.3,In-store,Women
762,Foot Locker,1185732,2020-09-21,Southeast,Florida,Miami,Men's Apparel,55.00000000000001,750,412500.00000000006,144375.0,0.35,In-store,Men
763,Foot Locker,1185732,2020-09-22,Southeast,Florida,Miami,Women's Apparel,60.00000000000001,925,555000.0000000001,277500.00000000006,0.5,In-store,Women
764,Foot Locker,1185732,2020-09-23,Southeast,Florida,Miami,Men's Street Footwear,55.00000000000001,1050,577500.0000000001,259875.0000000001,0.45,In-store,Men
765,Foot Locker,1185732,2020-09-24,Southeast,Florida,Miami,Men's Athletic Footwear,50.000000000000014,850,425000.0000000001,148750.00000000003,0.35,In-store,Men
766,Sports Direct,1185732,2020-09-25,Southeast,Florida,Miami,Women's Street Footwear,45.0,750,337500.0,84375.0,0.25,In-store,Women
767,Sports Direct,1185732,2020-09-26,Southeast,Florida,Miami,Women's Athletic Footwear,45.0,725,326250.0,97875.0,0.3,In-store,Women
768,Sports Direct,1185732,2020-09-27,Southeast,Florida,Miami,Men's Apparel,55.00000000000001,725,398750.00000000006,139562.5,0.35,In-store,Men
769,Sports Direct,1185732,2020-09-28,Southeast,Florida,Miami,Women's Apparel,60.00000000000001,825,495000.00000000006,247500.00000000003,0.5,In-store,Women
770,Sports Direct,1185732,2020-09-29,Southeast,Florida,Miami,Men's Street Footwear,60.00000000000001,1000,600000.0000000001,270000.00000000006,0.45,In-store,Men
771,Sports Direct,1185732,2020-09-30,Southeast,Florida,Miami,Men's Athletic Footwear,50.000000000000014,825,412500.0000000001,144375.00000000003,0.35,In-store,Men
772,Sports Direct,1185732,2020-10-01,Southeast,Florida,Miami,Women's Street Footwear,50.000000000000014,725,362500.0000000001,90625.00000000004,0.25,In-store,Women
773,Sports Direct,1185732,2020-10-02,Southeast,Florida,Miami,Women's Athletic Footwear,50.000000000000014,700,350000.0000000001,105000.00000000004,0.3,In-store,Women
774,Sports Direct,1185732,2020-10-03,Southeast,Florida,Miami,Men's Apparel,60.00000000000001,700,420000.00000000006,147000.0,0.35,In-store,Men
775,Sports Direct,1185732,2020-10-04,Southeast,Florida,Miami,Women's Apparel,65.0,825,536250.0,268125.0,0.5,In-store,Women
776,Sports Direct,1185732,2020-10-05,Southeast,Florida,Miami,Men's Street Footwear,60.00000000000001,975,585000.0000000001,263250.00000000006,0.45,In-store,Men
777,Sports Direct,1185732,2020-10-06,Southeast,Florida,Miami,Men's Athletic Footwear,50.000000000000014,800,400000.0000000001,140000.00000000003,0.35,In-store,Men
778,Sports Direct,1185732,2020-10-07,Southeast,Florida,Miami,Women's Street Footwear,50.000000000000014,745,372500.0000000001,93125.00000000004,0.25,In-store,Women
779,Sports Direct,1185732,2020-10-08,Southeast,Florida,Miami,Women's Athletic Footwear,50.000000000000014,775,387500.0000000001,116250.00000000004,0.3,In-store,Women
780,Sports Direct,1185732,2020-10-09,Southeast,Florida,Miami,Men's Apparel,65.0,750,487500.0,170625.0,0.35,In-store,Men
781,Sports Direct,1185732,2020-10-10,Southeast,Florida,Miami,Women's Apparel,70.0,850,595000.0,297500.0,0.5,In-store,Women
782,Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Men's Street Footwear,65.0,1075,698750.0,314437.5,0.45,In-store,Men
783,Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Men's Athletic Footwear,55.00000000000001,875,481250.00000000006,168437.5,0.35,In-store,Men
784,Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Women's Street Footwear,55.00000000000001,825,453750.00000000006,113437.5,0.25,In-store,Women
785,Sports Direct,1185732,2020-05-24,Southeast,Florida,Miami,Women's Athletic Footwear,55.00000000000001,775,426250.00000000006,127875.0,0.3,In-store,Women
786,Foot Locker,1185732,2020-05-24,Southeast,Florida,Miami,Men's Apparel,65.0,775,503750.0,176312.5,0.35,In-store,Men
787,Foot Locker,1185732,2020-05-24,Southeast,Florida,Miami,Women's Apparel,70.0,875,612500.0,306250.0,0.5,In-store,Women
788,Foot Locker,1185732,2020-10-17,Southeast,Florida,Miami,Men's Street Footwear,35.0,450,157500.0,55125.00000000001,0.35,In-store,Men
789,Foot Locker,1185732,2020-10-18,Southeast,Florida,Miami,Men's Athletic Footwear,35.0,250,87500.0,26250.0,0.3,In-store,Men
790,Foot Locker,1185732,2020-10-19,Southeast,Florida,Miami,Women's Street Footwear,25.0,250,62500.0,18750.0,0.3,In-store,Women
791,Foot Locker,1185732,2020-10-20,Southeast,Florida,Miami,Women's Athletic Footwear,30.000000000000004,100,30000.000000000004,10500.000000000002,0.35,In-store,Women
792,Foot Locker,1185732,2020-10-21,Midwest,Minnesota,Minneapolis,Men's Apparel,44.99999999999999,150,67499.99999999999,20250.0,0.3,In-store,Men
793,Foot Locker,1185732,2020-10-22,Midwest,Minnesota,Minneapolis,Women's Apparel,35.0,250,87500.0,39375.0,0.45,In-store,Women
794,Foot Locker,1185732,2020-10-23,Midwest,Minnesota,Minneapolis,Men's Street Footwear,35.0,500,175000.0,61250.00000000001,0.35,In-store,Men
795,Foot Locker,1185732,2020-10-24,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,35.0,150,52500.0,15750.0,0.3,In-store,Men
796,Foot Locker,1185732,2020-10-25,Midwest,Minnesota,Minneapolis,Women's Street Footwear,25.0,200,50000.0,15000.0,0.3,In-store,Women
797,Foot Locker,1185732,2020-10-26,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,30.000000000000004,75,22500.000000000004,7875.000000000002,0.35,In-store,Women
798,Foot Locker,1185732,2020-10-27,Midwest,Minnesota,Minneapolis,Men's Apparel,44.99999999999999,150,67499.99999999999,20250.0,0.3,In-store,Men
799,Foot Locker,1185732,2020-10-28,Midwest,Minnesota,Minneapolis,Women's Apparel,35.0,225,78750.0,35437.5,0.45,In-store,Women
800,Foot Locker,1185732,2020-10-29,Midwest,Minnesota,Minneapolis,Men's Street Footwear,40.0,445,178000.0,62300.00000000001,0.35,In-store,Men
801,Foot Locker,1185732,2020-10-30,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40.0,125,50000.0,15000.0,0.3,In-store,Men
802,Foot Locker,1185732,2020-10-31,Midwest,Minnesota,Minneapolis,Women's Street Footwear,30.000000000000004,175,52500.00000000001,15750.000000000002,0.3,In-store,Women
803,Foot Locker,1185732,2020-11-01,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35.0,25,8750.0,3062.5000000000005,0.35,In-store,Women
804,Foot Locker,1185732,2020-11-02,Midwest,Minnesota,Minneapolis,Men's Apparel,50.0,75,37500.0,11250.0,0.3,In-store,Men
805,Foot Locker,1185732,2020-11-03,Midwest,Minnesota,Minneapolis,Women's Apparel,40.0,175,70000.0,31500.0,0.45,In-store,Women
806,Foot Locker,1185732,2020-11-04,Midwest,Minnesota,Minneapolis,Men's Street Footwear,40.0,400,160000.0,56000.00000000001,0.35,In-store,Men
807,Foot Locker,1185732,2020-11-05,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40.0,100,40000.0,12000.0,0.3,In-store,Men
808,Foot Locker,1185732,2020-11-06,Midwest,Minnesota,Minneapolis,Women's Street Footwear,30.000000000000004,100,30000.000000000004,9000.0,0.3,In-store,Women
809,Foot Locker,1185732,2020-11-07,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35.0,25,8750.0,3062.5000000000005,0.35,In-store,Women
810,Foot Locker,1185732,2020-11-08,Midwest,Minnesota,Minneapolis,Men's Apparel,50.0,50,25000.0,7500.0,0.3,In-store,Men
811,Foot Locker,1185732,2020-11-09,Midwest,Minnesota,Minneapolis,Women's Apparel,40.0,175,70000.0,31500.0,0.45,In-store,Women
812,Foot Locker,1185732,2020-11-10,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50.0,445,222500.0,77875.00000000001,0.35,In-store,Men
813,Foot Locker,1185732,2020-11-11,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45.00000000000001,150,67500.00000000001,20250.000000000004,0.3,In-store,Men
814,Foot Locker,1185732,2020-11-12,Midwest,Minnesota,Minneapolis,Women's Street Footwear,40.0,125,50000.0,15000.0,0.3,In-store,Women
815,Foot Locker,1185732,2020-11-13,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,40.0,50,20000.0,7000.000000000001,0.35,In-store,Women
816,Foot Locker,1185732,2020-11-14,Midwest,Minnesota,Minneapolis,Men's Apparel,54.99999999999999,75,41249.99999999999,12374.999999999998,0.3,In-store,Men
817,Foot Locker,1185732,2020-11-15,Midwest,Minnesota,Minneapolis,Women's Apparel,60.0,175,105000.0,47250.0,0.45,In-store,Women
818,Foot Locker,1185732,2020-11-16,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45.0,425,191250.0,66937.5,0.35,Outlet,Men
