,Unnamed: 0,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Gender,Rating
2796,2796,Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,60.00000000000001,325,195000.00000000003,78000.00000000001,0.4,Online,Women,9
2797,2797,Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Men's Apparel,70.0,325,227500.0,79625.0,0.35,Online,Men,2
2798,2798,Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Women's Apparel,75.0,425,318750.0,127500.0,0.4,Online,Women,9
2799,2799,Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.000000000000007,550,137500.00000000003,48125.00000000001,0.35,Online,Men,9
2800,2800,Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.000000000000007,350,87500.00000000003,30625.000000000007,0.35,Online,Men,10
2801,2801,Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.000000000000009,350,52500.00000000002,18375.000000000007,0.35,Online,Women,4
2802,2802,Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.0,200,40000.0,14000.0,0.35,Online,Women,1
2803,2803,Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Men's Apparel,35.0,250,87500.0,30625.0,0.35,Online,Men,1
2804,2804,Kohl's,1197831,2021-01-16,South,Oklahoma,Oklahoma City,Women's Apparel,25.000000000000007,350,87500.00000000003,30625.000000000007,0.35,Online,Women,5
2805,2805,Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.000000000000007,600,150000.00000000003,52500.00000000001,0.35,Online,Men,8
2806,2806,Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.000000000000007,250,62500.000000000015,21875.000000000004,0.35,Online,Men,6
2807,2807,Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.000000000000009,300,45000.00000000002,15750.000000000007,0.35,Online,Women,2
2808,2808,Kohl's,1197831,2021-02-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.0,150,30000.0,10500.0,0.35,Online,Women,1
2809,2809,Kohl's,1197831,2021-02-14,Midwest,Kansas,Wichita,Men's Apparel,35.0,225,78750.0,27562.5,0.35,Online,Men,7
2810,2810,Kohl's,1197831,2021-02-14,Midwest,Kansas,Wichita,Women's Apparel,20.0,325,65000.0,22750.0,0.35,Online,Women,9
2811,2811,Kohl's,1197831,2021-03-12,Midwest,Kansas,Wichita,Men's Street Footwear,20.0,545,109000.0,38150.0,0.35,Online,Men,6
2812,2812,Kohl's,1197831,2021-03-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,20.0,225,45000.0,15749.999999999998,0.35,Online,Men,8
2813,2813,Kohl's,1197831,2021-03-12,Midwest,Kansas,Wichita,Women's Street Footwear,10.000000000000002,250,25000.000000000004,8750.0,0.35,Online,Women,6
2814,2814,Kohl's,1197831,2021-03-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.0,100,20000.0,6999.999999999998,0.35,Online,Women,6
2815,2815,Kohl's,1197831,2021-03-12,Midwest,Kansas,Wichita,Men's Apparel,35.00000000000001,150,52500.00000000001,18375.0,0.35,Online,Men,10
2816,2816,Kohl's,1197831,2021-03-12,Midwest,Kansas,Wichita,Women's Apparel,25.0,250,62500.0,21875.0,0.35,Online,Women,1
2817,2817,Kohl's,1197831,2021-04-13,Midwest,Kansas,Wichita,Men's Street Footwear,25.0,500,125000.0,43750.0,0.35,Online,Men,2
2818,2818,Kohl's,1197831,2021-04-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,25.0,200,50000.0,17500.0,0.35,Online,Men,10
2819,2819,Kohl's,1197831,2021-04-13,Midwest,Kansas,Wichita,Women's Street Footwear,15.000000000000002,200,30000.000000000004,10500.0,0.35,Online,Women,6
2820,2820,Kohl's,1197831,2021-04-13,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.0,125,25000.0,8749.999999999998,0.35,Online,Women,7
2821,2821,Kohl's,1197831,2021-04-13,Midwest,Kansas,Wichita,Men's Apparel,40.0,150,60000.0,21000.0,0.35,Online,Men,1
2822,2822,Kohl's,1197831,2021-04-13,Midwest,Kansas,Wichita,Women's Apparel,30.000000000000004,300,90000.00000000001,31500.000000000004,0.35,Online,Women,1
2823,2823,Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Men's Street Footwear,40.0,570,228000.0,79800.0,0.35,Online,Men,2
2824,2824,Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.0,275,110000.0,38500.0,0.35,Online,Men,1
2825,2825,Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Women's Street Footwear,35.0,250,87500.0,30625.0,0.35,Online,Women,3
2826,2826,Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,35.0,200,70000.0,24500.0,0.35,Online,Women,4
2827,2827,Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Men's Apparel,44.99999999999999,225,101250.0,35437.49999999999,0.35,Online,Men,4
2828,2828,Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Women's Apparel,44.99999999999999,325,146249.99999999997,51187.49999999999,0.35,Online,Women,8
2829,2829,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Men's Street Footwear,40.0,575,230000.0,80500.0,0.35,Online,Men,9
2830,2830,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Men's Athletic Footwear,35.0,325,113750.0,39812.5,0.35,Online,Men,5
2831,2831,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Women's Street Footwear,40.0,300,120000.0,42000.0,0.35,Online,Women,9
2832,2832,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,40.0,275,110000.0,38500.0,0.35,Online,Women,5
2833,2833,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Men's Apparel,54.99999999999999,275,151249.99999999997,52937.49999999999,0.35,Online,Men,4
2834,2834,Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Women's Apparel,60.0,450,270000.0,94500.0,0.35,Online,Women,7
2835,2835,Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Men's Street Footwear,54.99999999999999,675,371250.0,129937.49999999996,0.35,Online,Men,7
2836,2836,Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,50.0,425,212500.0,74375.0,0.35,Online,Men,8
2837,2837,Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Women's Street Footwear,45.0,350,157500.0,55125.0,0.35,Online,Women,2
2838,2838,Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,45.0,300,135000.0,47250.0,0.35,Online,Women,3
2839,2839,Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Men's Apparel,60.0,325,195000.0,68250.0,0.35,Online,Men,1
2840,2840,Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Women's Apparel,65.0,500,325000.0,113750.0,0.35,Online,Women,10
2841,2841,Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Men's Street Footwear,60.0,650,390000.0,136500.0,0.35,Online,Men,4
2842,2842,Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,55.00000000000001,425,233750.00000000003,81812.5,0.35,Online,Men,10
2843,2843,Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Women's Street Footwear,50.0,350,175000.0,61249.99999999999,0.35,Online,Women,5
2844,2844,Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Women's Athletic Footwear,40.0,300,120000.0,42000.0,0.35,Online,Women,9
2845,2845,Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Men's Apparel,50.0,275,137500.0,48125.0,0.35,Online,Men,8
2846,2846,Kohl's,1197831,2021-08-13,Midwest,Kansas,Wichita,Women's Apparel,55.00000000000001,450,247500.00000000003,86625.0,0.35,Online,Women,9
2847,2847,Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Men's Street Footwear,50.0,550,275000.0,96250.0,0.35,Online,Men,6
2848,2848,Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.000000000000014,350,140000.00000000006,49000.000000000015,0.35,Online,Men,7
2849,2849,Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Women's Street Footwear,15.000000000000009,250,37500.000000000015,13125.000000000004,0.35,Online,Women,4
2850,2850,Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,15.000000000000009,225,33750.000000000015,11812.500000000004,0.35,Online,Women,8
2851,2851,Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Men's Apparel,25.000000000000007,225,56250.000000000015,19687.500000000004,0.35,Online,Men,1
2852,2852,Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Women's Apparel,30.00000000000001,325,97500.00000000004,34125.00000000001,0.35,Online,Women,3
2853,2853,Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Men's Street Footwear,30.00000000000001,500,150000.00000000006,52500.000000000015,0.35,Online,Men,9
2854,2854,Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Men's Athletic Footwear,20.00000000000001,325,65000.00000000004,22750.00000000001,0.35,Online,Men,2
2855,2855,Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Women's Street Footwear,20.00000000000001,200,40000.00000000002,14000.000000000007,0.35,Online,Women,6
2856,2856,Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.00000000000001,175,35000.00000000002,12250.000000000007,0.35,Online,Women,9
2857,2857,Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Men's Apparel,30.00000000000001,175,52500.00000000002,18375.000000000007,0.35,Online,Men,9
2858,2858,Foot Locker,1197831,2021-10-14,Midwest,Kansas,Wichita,Women's Apparel,30.000000000000004,300,90000.00000000001,31500.000000000004,0.35,Online,Women,3
2859,2859,Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Street Footwear,25.00000000000001,450,112500.00000000004,39375.000000000015,0.35,Online,Men,2
2860,2860,Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,15.000000000000014,275,41250.00000000004,14437.500000000013,0.35,Online,Men,5
2861,2861,Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Women's Street Footwear,25.000000000000018,220,55000.00000000004,19250.00000000001,0.35,Online,Women,9
2862,2862,Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Women's Athletic Footwear,55.000000000000014,275,151250.00000000003,52937.50000000001,0.35,Online,Women,2
2863,2863,Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Apparel,75.00000000000001,250,187500.00000000003,65625.0,0.35,Online,Men,2
2864,2864,Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Women's Apparel,75.0,350,262500.0,91875.0,0.35,Online,Women,1
2865,2865,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Men's Street Footwear,70.0,600,420000.0,147000.0,0.35,Online,Men,8
2866,2866,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,60.00000000000001,400,240000.00000000003,84000.0,0.35,Online,Men,2
2867,2867,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Women's Street Footwear,60.00000000000001,350,210000.00000000003,73500.0,0.35,Online,Women,2
2868,2868,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,60.00000000000001,300,180000.00000000003,63000.00000000001,0.35,Online,Women,6
2869,2869,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Men's Apparel,70.0,300,210000.0,73500.0,0.35,Online,Men,6
2870,2870,Foot Locker,1197831,2021-12-12,Midwest,Kansas,Wichita,Women's Apparel,75.0,400,300000.0,105000.0,0.35,Online,Women,4
2871,2871,Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Men's Street Footwear,40.0,475,190000.0,66500.0,0.35,Online,Men,6
2872,2872,Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.0,275,110000.0,33000.0,0.3,Online,Men,1
2873,2873,Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Street Footwear,30.000000000000004,275,82500.00000000001,24750.000000000004,0.3,Online,Women,2
2874,2874,Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Athletic Footwear,35.0,125,43750.0,13125.0,0.3,Online,Women,4
2875,2875,Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Men's Apparel,49.99999999999999,175,87499.99999999999,30625.0,0.35,Online,Men,9
2876,2876,Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Apparel,40.0,275,110000.0,44000.0,0.4,Online,Women,4
2877,2877,Foot Locker,1185732,2021-02-12,Midwest,Kansas,Wichita,Men's Street Footwear,40.0,525,210000.0,73500.0,0.35,Online,Men,5
2878,2878,Foot Locker,1185732,2021-02-12,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.0,175,70000.0,21000.0,0.3,Online,Men,10
2879,2879,Foot Locker,1185732,2021-02-12,Midwest,Kansas,Wichita,Women's Street Footwear,30.000000000000004,225,67500.00000000001,20250.000000000004,0.3,Online,Women,8
2880,2880,Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.0,100,35000.0,10500.0,0.3,Online,Women,4
2881,2881,Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,49.99999999999999,175,87499.99999999999,30625.0,0.35,Online,Men,7
2882,2882,Foot Locker,1185732,2021-02-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,35.0,275,96250.0,38500.0,0.4,Online,Women,7
2883,2883,Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,40.0,495,198000.0,69300.0,0.35,Online,Men,5
2884,2884,Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.0,200,80000.0,24000.0,0.3,Online,Men,7
2885,2885,Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,30.000000000000004,225,67500.00000000001,20250.000000000004,0.3,Online,Women,6
2886,2886,Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.0,75,26250.0,7875.0,0.3,Online,Women,5
2887,2887,Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Men's Apparel,50.0,125,62500.0,21875.0,0.35,Online,Men,8
2888,2888,Foot Locker,1185732,2021-03-11,Midwest,South Dakota,Sioux Falls,Women's Apparel,40.0,225,90000.0,36000.0,0.4,Online,Women,2
2889,2889,Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,40.0,450,180000.0,62999.99999999999,0.35,Online,Men,5
2890,2890,Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.0,150,60000.0,18000.0,0.3,Online,Men,1
2891,2891,Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,30.000000000000004,150,45000.00000000001,13500.000000000002,0.3,Online,Women,3
2892,2892,Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.0,75,26250.0,7875.0,0.3,Online,Women,9
2893,2893,Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,60.0,100,60000.0,21000.0,0.35,Online,Men,8
2894,2894,Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,50.0,225,112500.0,45000.0,0.4,Online,Women,3
2895,2895,Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,60.0,495,297000.0,103950.0,0.35,Online,Men,5
2896,2896,Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,50.0,200,100000.0,30000.0,0.3,Online,Men,2
2897,2897,Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45.0,175,78750.0,23625.0,0.3,Online,Women,7
2898,2898,Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45.0,100,45000.0,13500.0,0.3,Online,Women,1
2899,2899,Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Men's Apparel,54.99999999999999,125,68749.99999999999,24062.5,0.35,Online,Men,3
2900,2900,Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Women's Apparel,60.0,250,150000.0,60000.0,0.4,Online,Women,10
2901,2901,Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,45.0,500,225000.0,78750.0,0.35,Online,Men,5
2902,2902,Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.00000000000001,250,100000.0,30000.000000000004,0.3,Online,Men,7
2903,2903,Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,35.0,200,70000.0,21000.0,0.3,Online,Women,8
2904,2904,Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.0,175,61250.0,18375.0,0.3,Online,Women,6
2905,2905,Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,45.0,175,78750.0,27562.5,0.35,Online,Men,8
2906,2906,Foot Locker,1185732,2021-06-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.00000000000001,325,178750.00000000003,71500.00000000001,0.4,Online,Women,8
2907,2907,Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,50.0,550,275000.0,96250.0,0.35,Online,Men,9
2908,2908,Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.00000000000001,300,135000.00000000003,40500.00000000001,0.3,Online,Men,6
2909,2909,Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,40.0,225,90000.0,27000.0,0.3,Online,Women,7
2910,2910,Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,40.0,175,70000.0,21000.0,0.3,Online,Women,5
2911,2911,Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Men's Apparel,50.0,200,100000.0,35000.0,0.35,Online,Men,9
2912,2912,Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.00000000000001,375,206250.00000000003,82500.00000000001,0.4,Online,Women,2
2913,2913,Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,50.0,525,262500.0,91875.0,0.35,Online,Men,4
2914,2914,Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.00000000000001,300,135000.00000000003,40500.00000000001,0.3,Online,Men,4
2915,2915,Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,40.0,225,90000.0,27000.0,0.3,Online,Women,3
2916,2916,Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,40.0,200,80000.0,24000.0,0.3,Online,Women,5
2917,2917,Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,50.0,175,87500.0,30625.0,0.35,Online,Men,1
2918,2918,Foot Locker,1185732,2021-08-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.00000000000001,350,192500.00000000003,77000.00000000001,0.4,Online,Women,3
2919,2919,Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,45.0,475,213750.0,74812.5,0.35,Online,Men,5
2920,2920,Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.00000000000001,275,110000.0,33000.0,0.3,Online,Men,10
2921,2921,Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,35.0,175,61250.0,18375.0,0.3,Online,Women,3
2922,2922,Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.0,150,52500.0,15750.0,0.3,Online,Women,4
2923,2923,Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Men's Apparel,45.0,150,67500.0,23625.0,0.35,Online,Men,10
2924,2924,Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Women's Apparel,50.0,225,112500.0,45000.0,0.4,Online,Women,9
2925,2925,Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,54.99999999999999,400,220000.0,76999.99999999999,0.35,Online,Men,9
2926,2926,Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.0,250,112500.0,33750.0,0.3,Online,Men,2
2927,2927,Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45.0,150,67500.0,20250.0,0.3,Online,Women,7
2928,2928,Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45.0,125,56250.0,16875.0,0.3,Online,Women,2
2929,2929,Foot Locker,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,54.99999999999999,125,68749.99999999999,24062.5,0.35,Online,Men,7
2930,2930,Sports Direct,1185732,2021-10-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,59.99999999999999,250,149999.99999999997,59999.99999999999,0.4,Online,Women,8
2931,2931,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,54.99999999999999,400,220000.0,76999.99999999999,0.35,Online,Men,2
2932,2932,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45.0,250,112500.0,33750.0,0.3,Online,Men,5
2933,2933,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45.0,195,87750.0,26325.0,0.3,Online,Women,2
2934,2934,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45.0,175,78750.0,23625.0,0.3,Online,Women,1
2935,2935,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,60.0,150,90000.0,31500.0,0.35,Online,Men,7
2936,2936,Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Women's Apparel,64.99999999999999,250,162499.99999999997,64999.99999999999,0.4,Online,Women,8
2937,2937,Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,60.0,500,300000.0,105000.0,0.35,Online,Men,1
2938,2938,Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,50.0,300,150000.0,45000.0,0.3,Online,Men,9
2939,2939,Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,50.0,250,125000.0,37500.0,0.3,Online,Women,10
2940,2940,Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,50.0,200,100000.0,30000.0,0.3,Online,Women,10
2941,2941,Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Men's Apparel,60.0,200,120000.0,42000.0,0.35,Online,Men,8
2942,2942,Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Women's Apparel,64.99999999999999,300,195000.0,77999.99999999999,0.4,Online,Women,3
2943,2943,Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,35.0,475,166250.0,58187.49999999999,0.35,Online,Men,5
2944,2944,Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35.0,275,96250.0,28875.0,0.3,Online,Men,10
2945,2945,Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.000000000000007,275,68750.00000000001,20625.000000000004,0.3,Online,Women,6
2946,2946,Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,30.000000000000004,125,37500.00000000001,11250.000000000002,0.3,Online,Women,6
2947,2947,Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Apparel,44.99999999999999,175,78749.99999999999,27562.5,0.35,Online,Men,5
2948,2948,Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Apparel,35.0,275,96250.0,38500.0,0.4,Online,Women,6
2949,2949,Sports Direct,1185732,2021-02-09,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,35.0,525,183750.0,64312.49999999999,0.35,Online,Men,7
2950,2950,Sports Direct,1185732,2021-02-09,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35.0,175,61250.0,18375.0,0.3,Online,Men,6
2951,2951,Sports Direct,1185732,2021-02-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.000000000000007,225,56250.000000000015,16875.000000000004,0.3,Online,Women,7
2952,2952,Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30.000000000000004,100,30000.000000000004,9000.0,0.3,Online,Women,1
2953,2953,Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Men's Apparel,44.99999999999999,175,78749.99999999999,27562.5,0.35,Online,Men,3
2954,2954,Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Apparel,25.0,275,68749.99999999999,27500.0,0.4,Online,Women,7
2955,2955,Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Men's Street Footwear,30.000000000000004,495,148500.00000000003,51975.00000000001,0.35,Online,Men,10
2956,2956,Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30.000000000000004,200,60000.00000000001,18000.0,0.3,Online,Men,6
2957,2957,Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Street Footwear,20.000000000000004,225,45000.00000000001,13500.000000000002,0.3,Online,Women,8
2958,2958,Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25.0,75,18750.0,5624.999999999999,0.3,Online,Women,3
2959,2959,Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Men's Apparel,40.0,125,50000.0,17500.0,0.35,Online,Men,8
2960,2960,Sports Direct,1185732,2021-03-08,Midwest,North Dakota,Fargo,Women's Apparel,30.000000000000004,225,67500.00000000001,27000.000000000007,0.4,Online,Women,8
2961,2961,Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Men's Street Footwear,30.000000000000004,450,135000.00000000003,47250.00000000001,0.35,Online,Men,2
2962,2962,Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30.000000000000004,150,45000.00000000001,13500.000000000002,0.3,Online,Men,2
2963,2963,Sports Direct,1185732,2021-04-09,Midwest,North Dakota,Fargo,Women's Street Footwear,20.000000000000004,150,30000.000000000004,9000.0,0.3,Online,Women,9
